Title,Media,Datetime,Link
Netflix removes AI art poster for Arcane after an outcry from creators,TechRadar,2024-11-22 10:54:02.145488,https://news.google.com/read/CBMiygFBVV95cUxOQjNVZ0x6aHNSZDdycHJvNGs1S0RHLUxfLU5fZmk1WWMycEc0aTZwQ1R2N291czU5UFMzLW10SWxReDYxLXJCbHhwZkVwYjRiR0hfUkhWMTZwdUNKV3RyamlBdkxkN044TGNTY04tVzhWTV9pV0tPaG5qT1ZybWVObHlyN0d2UEtkVUIyYnd6dUlib25zWlVsVnpQOHk3b1lVU1RtWnpyTkVTeWdKaGtTU2Z1Z3puY0NiSk1Qdm01aEJjRlB6WGVNNGpR?hl=en-US&gl=US&ceid=US%3Aen
Nvidia Has $71 Million Invested in These Smaller-Cap AI Stocks,Yahoo Finance,2024-11-22 10:54:02.145993,https://news.google.com/read/CBMihwFBVV95cUxNVUxxSEdFT1lPUUpNSm1rdDVCZDBtemV1bWRRRHFwejdUYTNIWGNYSDJudER3aW5kcW4xTVJzLUFBdXEwZTRWMnNoY1hhQ00yRVVzTkR1Q1VRdEdjSjU3ZTc2MW43U2FDTWYxQzBFRlM5dWZKdGN6RjNtZ1RxSmVpU0JXak1wZWc?hl=en-US&gl=US&ceid=US%3Aen
US government commission pushes Manhattan Project-style AI initiative,Reuters,2024-11-19 10:54:02.146487,https://news.google.com/read/CBMi1wFBVV95cUxPZG1GWEN2Rzc1bDNIR1RjNXpfT3VVUFFDdFlHVE5QVUZrV1QxeVBsektjaFFUZF9fdGdoVHJoMGlGZ2w4TTJRZXl4eWEyZFRxRTVFYk1pVnFoZDlNQ1VCdk5YZk1DMy1EMmFZaG91TlNFckZJX05PNTJWVU1EbUM2bGtwckJLTEE5Y1kzcEN2SnpoZ0NwcXVwTm14R3VlaWxXS0I0dnlsVGpHY1VMMzd2SjY4N09lMWZJZmRBYTRfM0JuOGQ1T2FMZXR0QWYzS3BMcVlQdmFmSQ?hl=en-US&gl=US&ceid=US%3Aen
"Godfather of AI Warns of Powerful People Who Want Humans ""Replaced by Machines""",Futurism,2024-11-24 15:54:02.146975,https://news.google.com/read/CBMiXkFVX3lxTE1qRzFEdDdLZE9rUUU0c1QzMjkzcnhBSk03TzA4OUVoaTQtQnZxQnl4YThWRWNyR3ZTQ3NYSGFLUmFJMDQyWmFERVBDWFEtT1lvU0Y2VFR1Y1FROW01VUE?hl=en-US&gl=US&ceid=US%3Aen
4 AI Data-Center Stocks to Buy for the Big Trend. Demand Is ‘Robust.’,Barron's,2024-11-22 10:54:02.147464,https://news.google.com/read/CBMidkFVX3lxTE9QdkZpV2xjMTI0TXVGWEd2bnRfNkt0aXR0Qm1pMktldUthSlgwek5wYmlwNExLOWhnWl8xbDIxNEh2RnMzQkg2Z2tOLTB4czVqQkh0NWE1dTMwbHhVZnZVUFNXaDl1VDZPdU10dkJVTWFPaDh2X2fSAXtBVV95cUxOZWE4NkQwRXdENzJWZ1hCS1p4ZVNsZnlKNXBzTXhkWDVUYWJHQ0dYY2Zld0xXQnlGblFTWV9ySUhRNHpqSjhNU2Vtbi1hOGNpbEpEZDFwTTVUaU1zOVpmeVFiS2NhUktYRjhucWR0cEVHb1lRMHh1U2RmYkE?hl=en-US&gl=US&ceid=US%3Aen
11th Grader Takes An AI Tutoring Deep Dive,EducationNext,2024-11-22 10:54:02.147965,https://news.google.com/read/CBMifkFVX3lxTFBJTWFuaFJ2dTFES0ZjMkVoa0dtYXZmVVdBdjJSdU1ZRmw5NFlocWt5OHRzTWpTR0Zvam0wTWM1X1NjRnNNUnZ2UWw5bllFOTZNV05WbWs3TDZCdGtjaTMtM0MwT0ZuRXVpQmpIdFBkVVdFbXR4a0Z4ekNNQXFlZw?hl=en-US&gl=US&ceid=US%3Aen
Most Gen Zers are terrified of AI taking their jobs. Their bosses consider themselves immune,Fortune,2024-11-24 11:54:02.148547,https://news.google.com/read/CBMiZ0FVX3lxTE9JdGF4eWdkalNfNzAxeVdkSjJDT2V4N2xackJ3bFVIdXRzajh4bnJQVm9fSjQ0RjhPREJWY3BpMFVOX3hYZnUwN1YzTDl1WU5yV1pjeTdhcUxQYlA2dzNXZmJ6ZTQzLWc?hl=en-US&gl=US&ceid=US%3Aen
Jamie Dimon says the next generation of employees will work 3.5 days a week and live to 100 years old,Yahoo Finance,2024-11-24 12:54:02.149107,https://news.google.com/read/CBMihAFBVV95cUxPUEp2SHpsUmFibUNYMW5XV3N0NjJfYW4xVkw4TXN6R0FhMENtejhLLVhjTHY4VHBoNm9hM0ZnNjZKLXI1ZnN3X0c4Qi1lZldJTFdMYVBfWm5jWGVkVmEwRTY3QndkcEo3Z0Y1Vk1sSWZsR0ZVNjdPeC1EZUIwNUVTNUNreWM?hl=en-US&gl=US&ceid=US%3Aen
Ex-Google CEO Eric Schmidt says AI will 'shape' identity and that 'normal people' are not ready for it,Business Insider,2024-11-23 10:54:02.149652,https://news.google.com/read/CBMinAFBVV95cUxPaFF1UGVVRkV5QVgwX2lOZmVCQmlRMktXX3lFbElvbmo4ZG90M04xeUhTZk43R1hENzRQUnZnY3hXQnVKTlp5TE9vd0RpTmpjUkk5dTk1VmJCQ1NOUXR5dlJKNjBKRnppSS1sQnphMnpqU19GY2ZyMlFHTk8tX2hsWnlKeEZRbkI0NWZXdHU1OVY2U1hraXRmMnVhZzU?hl=en-US&gl=US&ceid=US%3Aen
A Pennsylvania boy used AI to make nude images of female students. Was it illegal?,USA TODAY,2024-11-21 10:54:02.150149,https://news.google.com/read/CBMiwAFBVV95cUxOQVQxaXNLbHkxa0lPQmdmLVZNRWVsSWp3ZFhhRmdYMUlJUlBlXzBSdC12RlplYnNHVGQ4VVptSkJKUnFnd3JTWFF5SGpLdGRsdHlnc0hGdm5HWnJiYzlnSmUzaHJBMXJKaUE4RzZoMUFEdkhmYXlGOTdzOFlDc3NidVZ3T0ZyeUZSN0tOclVBSnRlWkdCY1Z4NGNyelZxby1kZGpQb0dYYWpkenFMTFZUWmg0ZUJ5azgzVk1VYU03TEQ?hl=en-US&gl=US&ceid=US%3Aen
"Week 12 NFL betting guide, odds, props: AI, expert, model, parlay, season-long, and DFS fantasy picks revealed",CBS Sports,2024-11-24 17:54:02.150637,https://news.google.com/read/CBMi1AFBVV95cUxQdk9zNmhvM3RJdHFYVHI5RGg3TWdNUjJlRElKSkx1NDVCNW9EUkNlSzFKZnIzYVdyZTlocGxsUHMxZE9PYlhOVEduYW9iYklzd29mTF9CV1hoaTh4Vy1VVWhMYURNMllkMlgwbGZYWHZmNjlHSG9qUFpUaEM5VWdnOWd0SWh2ZFRqbk9Eb3liaFk0RG5pZjJfd25Sblc4aWU4aXdVeG9NbXRQb29FcTlsVVdqVlI5WGVXc0hlVktncG5rY2xvTUdTZzNJbkVsUTBiVEwzTdIB2gFBVV95cUxORWZJYXJvS0VOTWxPc1Y5NXBENlFyTUpENkoyRGtUNkMwdFNlaEQtV1F5bEk5Ymxlc2pxZVBFd0xhZW9DbG9tZGpWWjlSVm5sQ2tVZngyeUhVbTJYbS1pQ2hyN29sT1BxTzVzMGN6NWJsZFg0cG1oUGtud0FXOHNjbGo1UDdFNU9fRlVjeWhTZmZaejYwd3R1aWlFcXFvWlFJajFPSkhGWEhNR25vc2RidkF3TU1XaXdEcUxyNlFTUkJJVGNHMXR2SG5iNFo3NS1NOGNLVjB0dE5Edw?hl=en-US&gl=US&ceid=US%3Aen
Coca-Cola’s Holiday Ads Trade the ‘Real Thing’ for Generative A.I.,The New York Times,2024-11-20 10:54:02.151124,https://news.google.com/read/CBMiekFVX3lxTE1KajN0UmFXX0ZIbTVqY2xBYnI5RkJIdnNrOEo3eDBlODg1bWN4a3VDckFFS3RoUmRTcVNXX3RmT2JIRFVKUVlwaUxrRWZGcDc5dks4YTlvVUp2V2ZUV2dtaHMtdi1BaTcyN0FrMTVCWUoxam5DWWtEZ0h3?hl=en-US&gl=US&ceid=US%3Aen
Generative AI Revenue on Track to 10X by 2030: 1 AI Stock That Will Benefit (Hint: It's Not Nvidia),The Motley Fool,2024-11-24 20:54:02.151622,https://news.google.com/read/CBMimAFBVV95cUxOcTRLTHVZYy1wMjY2TDFqZUtWNGg5REEwOXk2VFFGQmotRVl2Q0xRWWZPdkNWNHVURVNTcEwtbXJNQW0wa0lLb3B0eDdjZlB5UlVCUmtMREp6S3dia0lGNjI5WkJONUZpeDlWLXBSZ2tUN0ZxeVkxbDhhemxfUUNWOHZBeHo2NjRWQ1F4bTlmNU5QOUVhUjVYeg?hl=en-US&gl=US&ceid=US%3Aen
"No, ‘AI Jesus’ isn’t actually hearing confessions: fact check",Catholic News Agency,2024-11-21 10:54:02.152108,https://news.google.com/read/CBMiowFBVV95cUxPdVBObXZmbnNHTkNuUnBIVk1OdE94RjdPbkxkcnRCRmFnNHJCMWdzcVVzb3FiQnpDOHRCQ2cwNmpNZVFWcS11N3ZHNGNGbXV4Vko5SnYwb19zMVVCcFRlZ2VuYnBTY3R2S3VULVJaUWM4MEhEQng0MXk5dmxFTkhadEFIR2VWdVdxakhwUjltYkQ1aVg5YjlTRXF5UHNza0o2bU840gGoAUFVX3lxTFBWelFjQVRWQ05KLWlEbEFJUXptSnA5TEFOWUJ6YjJfc3VsakR3Sl9LN3I1VTdNbHVvUTI2ci1GY2ZFOEJBckdmbGFkSHBIeTQtN1FXYmxsQUplYzctQ1BqTjZQWHNUUFFTaGEtNFFzdmw3WGRPME0zeHdiUkRadWhCdEhWOUM0SXJPb3lIaEJ5Z2ZoanNOOGpCZG85N0hUaUs2d0lnSGduUg?hl=en-US&gl=US&ceid=US%3Aen
AI’s Future and Nvidia’s Fortunes Ride on the Race to Pack More Chips Into One Place,The Wall Street Journal,2024-11-23 10:54:02.152594,https://news.google.com/read/CBMiaEFVX3lxTE91ODZfUVl6cWJrQkpJc0FMVVVJVDgybUxBa0tzZDJPUFRzbEVnaFFhZFd5XzJLRTAwNzFMOXhoWEpBRGZnUDcxQ0w3UjYtbWFtZ0I2S0t0Nks4ZkplUXI4LVRwZUZBbHl3?hl=en-US&gl=US&ceid=US%3Aen
Silicon Valley CEO warns 'absolutely there's a bubble' in AI valuations: 'Nobody would be surprised' if OpenAI 'disappeared next Monday',Fortune,2024-11-21 10:54:02.153076,https://news.google.com/read/CBMilgFBVV95cUxOVlV6VFl6czZhM3haOHNPTktQZnMteVJXUTJKNnl3NWx3azRScFlJdHJOQldwMW5WNm5PcENKRXVIcDdTeEtMNjdpQmNyZ0xtOFhrbGxJTzNZR00tSFFVR2JSczItTllpWFBkVjFaQ3hPdDV0Z1Zza2hPUmVRSmM2SUtuQ0hEd3pUNHRkZWVwOW95dGh2NXc?hl=en-US&gl=US&ceid=US%3Aen
‘AI Jesus’ Is Now Taking Confessions at a Church in Switzerland,VICE,2024-11-21 10:54:02.153586,https://news.google.com/read/CBMimgFBVV95cUxOdzNMekhYV0d1b3NjVk1tZXplQThGS1BpLWJrMzRDeUk2OXhHdFdPcmxldDhVTm5wMlQ4YzdzYm1mOXBVcDZnaWJNdXdKRm5qMDQydWUwckxDMFdkWUllWnZrT1MtaklTOFk4WnJNOFRCd1IyOExLWkoxSklnYVdXMkdlcW5GRjBNTjVheDVFeTI1bU5uU3dfVGdR?hl=en-US&gl=US&ceid=US%3Aen
Advancing urban tree monitoring with AI-powered digital twins,MIT News,2024-11-21 10:54:02.154060,https://news.google.com/read/CBMikAFBVV95cUxPQm5CdGlneHBWNXhCakRBZ0M3VktFVTBGekNKVXIyZ0tjbElBeEVleXJCUEFBQm4zaHlTTnFyb0o0eUUyelBGc2hlb1VKR01CeHFvRWxsZURwWkVZdW9TemJDYXNCNVJHb0J2c2lqRGVTNFhMem81SFJvUzBNODQxNV9IdUE1Yy1DYzhXelpsTWI?hl=en-US&gl=US&ceid=US%3Aen
Deus in machina: Swiss church installs AI-powered Jesus,The Guardian,2024-11-22 10:54:02.154549,https://news.google.com/read/CBMiqAFBVV95cUxNazJxaHhYR3JhUTByd3Q5eVNCRVoxdlktR3Y5Uktvb1R3YXctUkZFLU5MTHRVNkZXUWpiQjJlbFNlTTltT0lVcFFUbDJ0MnpLU2hGb1E0U21qR0xPbVFLSENENTYzUUlSRGpZZjRqVXZ1aC1ld1ZHbEN5YzFWMlVCLUNUZWp1emdTYmlXUkNSWU4wVDZZQXdPUUJGRmh1b1Fub3hsYXh2QWzSAagBQVVfeXFMTW1TYzJ1QlAxdG9yMlFNVVpZWHVseE83MU93ZlJtOGE3OXBPcnhvbGt4Tm8zdmMwakFZOEV4cnFwUEkyV0NQMGdDMVgxcHNrOTJjWWNJLTVQa0ZfaWI2QnBLaEloQXZKeWJUcW5tbVJjWlU2ZnpxZXd3b2I0TnZVY295MnlkMEx1Ykx3R05ySjE4SGlFYnJuMEtMeFpicW53bS1FVzV1Zl9i?hl=en-US&gl=US&ceid=US%3Aen
Amazon doubles down on AI startup Anthropic with $4bn investment,The Guardian,2024-11-22 10:54:02.155034,https://news.google.com/read/CBMiiAFBVV95cUxObTZWOVpBS05mU2tsOUttelVvUEVIUmFYc2dDVHhqR0FTVmtEZElhbDFyblYzX0EwSHQyUmZQZnNrRWs2NUhXNTJDX2tnV2dlcHpXNkN3bkxac0hMZUN5TEVpNml3RDNRRzhyVGdwTW9yZjFzaE52WHhiUGVyNnBub3IyZ2stLXg40gGIAUFVX3lxTE0yRGRxZmdubVdObktTMUxfYzBvXzJfN1Z0SG5YR1Rqa2NhOVNLeG5jLVp5RFpNc1JaWlJmQ2FlR1djVWhvbGMwYlMxNmVhcXV5OURjVjVNLTFndE5BOXZiWkxiVVBvSzVqUFZMUldZS3MzQjFLRklpZV8wX25OTzhHOVJISVFWb1g?hl=en-US&gl=US&ceid=US%3Aen
Wakeup Call for HR: Employees Trust AI More Than They Trust You,Josh Bersin,2024-11-22 10:54:02.155516,https://news.google.com/read/CBMimgFBVV95cUxOOUZCd1lWcW5oSFN5ajRKU3AzX3NSbENxLWRnZDIwNTFzak9SNjVRSUtjOXJtcllXTktZRzA3YlNtYzNXQnh2OHRQb3piNmhpM3ZoczBWa3BEWVN2TU9PME55TmZRMVBneTZzMVZBNFIxOFA3eGVidDRfVEZHRVpyeXVOLUxDODhDeXotV3dUOHdBenh2MHZraTRn?hl=en-US&gl=US&ceid=US%3Aen
MIT researchers develop a smarter way to train AI for complex tasks,The Brighter Side of News,2024-11-24 19:54:02.155986,https://news.google.com/read/CBMiqgFBVV95cUxQbEs1aWRRQVQyLVYtbm5YZGFGZzJtRnlxMnpCQVo4NW55MmhtU21tczBsSTBJU2wwTU1rMk9vU3hBM0x1MXc2RkRhSkZWbjBNTlBpbkFrN25yR1NTakFROThTdnMwQjFrTkx2OG1DZ2Q2dndXLTlMRzNwckpXbzh0Q3E1Qzl6MFctdWhKdGtpMHI5TW9VNzhZM2daWS1YRkdRc0JFVDBHOXo0QQ?hl=en-US&gl=US&ceid=US%3Aen
"Girl Murdered In 2006 Was Revived As AI Character, Leaving Family Horrified",NDTV,2024-11-25 03:54:02.156474,https://news.google.com/read/CBMitAFBVV95cUxQWHhLNXIwLU1vaGlyblZzRk91a0NTRlZlR3J2UnQwYnJCWUdlZmVDX2pNZTJsOW0yT0tVbDNRNXlac3BUYmpSb1RNaldMTzB1YWtXT0tpaVZJZmdOdW9RVmM4M3VqQXlyNGp1ZXZ2THp2ZEMwYjFtanNHUmVyR3JtaUxZTjlmZjlwbHZfcUtkNmtvUHpWTXdDRDZiV2p1MVk3YW1Ra2FKRG1UdFFIaEdyZ1ZDakzSAbwBQVVfeXFMT2JiVkd3QzNvLVN0OS1HMmgwV1dyS3k0NzNCdXNfTFRUZjZDNE96UDJrYVlEWXBOSWJwaVhuRE9DLXMwb1Z5ZXNmNUFUMHpaU0FrWDRxR3lRbi1CMm5BM2plZ3ljdnBHSDUyMlMtcXNUMzBSYzhPVGdQQmFORlhDb29FTjBaNUxsRE9LTkk1TWhrOGhZNkdMSDJaVndOS1ZfbFIxS3M5Y2FEdDVYckk1eE9LUGZnZWNFdVBtNFg?hl=en-US&gl=US&ceid=US%3Aen
Does Your Teen Recognize A.I.? Do You?,The New York Times,2024-11-21 10:54:02.156960,https://news.google.com/read/CBMiggFBVV95cUxOalRfaVhaWXZQeTRDekhHQ1RLY25qLVRqdUpILXMxNnZHS2xqYTd4eXZOQzRmQUhja1ZkSVNsMGFMa2NGZDNEVk1WZ3l1am5OY1VwckthWEZsckJnY1hNSzl6Nkp3VzRrUGtxSUFQdjdzRjRBQTRvaFdudVZDckNDUzd3?hl=en-US&gl=US&ceid=US%3Aen
5 Takeaways From An AI In Shopper Experience Study,Forbes,2024-11-23 10:54:02.157450,https://news.google.com/read/CBMipgFBVV95cUxOc1dLWEVXQ3ZDRU42QmxiVmFEaVp5UEFrMENQNTBlSlBuUG9nemNmZG5qVEwxc1E4Tk95VTNxR1pBYlk5WXRXaUlCV3k0RFZpdUVoa3VYMDk4STVsSW1ZYWd3cV9GeHBxVzRTZXlqN1F4cEdKbXV6TnhmVllpLU1Ra0FjTzVUYm1KLVF4QVRtQnM1bG94Sjl0bG1zYm9ISDZvMGxHR01n?hl=en-US&gl=US&ceid=US%3Aen
AI predicts one altcoin set to outperform XRP and Solana in 2025,crypto.news,2024-11-25 06:54:02.157924,https://news.google.com/read/CBMijgFBVV95cUxNRFNQVUlmaE1NN1JaM2pJWmtlQ2QxSE9tSHNOSUw2YWxFTXZycUx5ekU5cmFXeDJTSHlDRlVacHV3Z2M5VXE4OUdNVmN5R0F2U0pPR2xYYkxmVWg5U29RbW1ZLXkySnU5dHAtcUU0enVwaG1DY1l0cVltMURNWXVwR3hHc1VxcTZMbWVmMllR?hl=en-US&gl=US&ceid=US%3Aen
Can Google Scholar survive the AI revolution?,Nature.com,2024-11-19 10:54:02.158440,https://news.google.com/read/CBMiX0FVX3lxTE8wdXJoOVBaVjEwbXcwNEdIa293ckFlWUdiY2xpdTdfMXFJc0tYYlV1SEJMaGtZME1aRS1ZdEtyYjg2WVEtZHVlUWExQWJnZkdGSmhkUzdZYm9HWk5kU2lF?hl=en-US&gl=US&ceid=US%3Aen
The AI Reporter That Took My Old Job Just Got Fired,WIRED,2024-11-21 10:54:02.158995,https://news.google.com/read/CBMihgFBVV95cUxPODFpYm5zbkgwNWFSYWFsakE4OG55WnlRYzVJdHB2RlEyV3o4SlVTQmMyMHV2cF9RMUVDamt5LWhMN0hGSldYOWEyRTZoSlRFQW5wQUdUVUZzOXIzWWZHUGgzTWVxc3ZzcDBYZmhCdElxU0JvSE5OSGtMXzZacm5tUDBIYVJmQQ?hl=en-US&gl=US&ceid=US%3Aen
A new culture war Is brewing — and Coca-Cola's AI Christmas ad is at the center,Salon,2024-11-24 17:54:02.159480,https://news.google.com/read/CBMiqwFBVV95cUxOOUx3MHpDSkdWaXYtbHhMMUt2OHREUmlMcTh3OUJBdTYtUlprLVd3RDNQblNhS0ZTMkRVT1N6UFFvVGZjZVBRcFdSSmZ1MGV0bUxoaExjMjhDRDY2a1BPd1BQVGlibnFCV3cxNWM3Mm9KVGpSZ0pDRnVtZW90ZHotNXZER3Z1V19ublZmN28taWxlNW5rS2c1R0JYWnJQNHlXTHVfcEZRclBCdWM?hl=en-US&gl=US&ceid=US%3Aen
